line,text
598,"relevant to the impeachment investigation, WSPF asked the grand "
599,jury to report to the court all of its evidence relating to the President’s 
600,"alleged involvement in the cover-up, with a recommendation that "
601,Judge Sirica forward the report to the House Judiciary Committee. 
602,"The grand jury did so and by order of Judge Sirica, upheld by the "
603,"Court of Appeals, the report was delivered to the Committee on "
604,March 26. 
605,Discussions had been held between Committee attorneys and 
606,WSPF several months before. The prosecutors felt obligated to assist 
607,the Committee to the extent that such assistance was legally proper 
608,"and would not jeopardize WSPF’s investigations. In February, with "
609,"the consent of White House counsel, WSPF had provided the Com- "
610,mittee with a list of tapes and documents it had received from the 
611,"White House, and in March the office supplied a list of those items "
612,requested from White House files but not received. As soon as the 
613,"existence of the grand jury report became public knowledge, the "
614,President’s counsel agreed to supply the Committee with all materials 
615,"that had been supplied to the Special Prosecutor, and he subsequently "
616,"did so. Later in the spring, when the Committee sought access to "
617,"various records under seal of the court, the Special Prosecutor on most "
618,occasions indicated his approval. WSPF’s task force heads also met on 
619,several occasions with Committee attorneys to provide relevant 
620,information. Necessary ground rules protected the secrecy of grand 
621,jury proceedings and the confidentiality of WSPF sources of informa- 
622,tion. The prosecutors suggested what witnesses the Committee should 
623,"interview on what subjects, and what lines of inquiry were likely to "
624,prove fruitless for their purposes. 
625,After months of frustrating efforts to obtain grand jury and trial 
626,"evidence from the White House, including recordings of Presidential "
627,"conversations, Jaworski decided that he would have to resort, as his "
628,"predecessor had, to judicial process. A grand jury subpoena of "
629,March 15 had resulted in the production of campaign contribution 
630,documents from White House files but had not called for Presidential 
631,"tapes. At Jaworski’s request, Judge Sirica issued a trial subpoena on "
632,April 18 in the cover-up case for recordings and documents related to 
633,"64 specified Presidential conversations. Unlike the previous subpoenas, "
634,which had been issued by the grand juries in connection with their 
635,"investigations, this one was issued by the court so that WSPF could "
636,14
637,"prepare adequately for the trial in the Watergate case, then scheduled "
638,to begin early in September. 
639,"On April 30, two days before the date for compliance with the trial "
640,"subpoena, the President released to the public edited transcripts of "
641,some of the recorded conversations which had been subpoenaed by 
642,"both the House Committee and WSPF, claiming that “the ma- "
643,"terials . . . will tell it all.” The next day, he formally refused to provide "
644,the tapes to Judge Sirica contending that some of the materials cov- 
645,"ered by the subpoena were protected by executive privilege, that dis- "
646,"closure would be “contrary to the public interest,” and that the sub- "
647,poena was invalid because the tapes would be inadmissible as evi- 
648,dence. His attorneys filed a motion to quash the subpoena. 
649,Jaworski informed Haig and St. Clair a few days later that im- 
650,minent argument in court by WSPF in an effort to enforce the sub- 
651,poena would require the statement that the President had been named 
652,as an unindicted co-conspirator. Jaworski offered to withdraw the 
653,"subpoena, thus postponing disclosure of the President's status until "
654,"later trial proceedings, if the White House supplied voluntarily 16 "
655,specified tape recordings that WSPF considered crucial. A few days 
656,"later, after listening to the tapes in question, the President sent word "
657,to Jaworski that his proposed compromise was unacceptable. 
658,During ensuing litigation over the White House motion to quash 
659,"the subpoena, the President's counsel asserted that the Special "
660,"Prosecutor, as an employee of the executive branch, lacked authority "
661,to seek evidence from the White House by judicial process. This 
662,renewed the argument used seven months earlier to justify the dis- 
663,missal of Cox. In accordance with a promise he had made when 
664,"appointed, Jaworski immediately informed the chairmen of the Senate "
665,Judiciary Committee and House Judiciary Committee of the new 
666,"challenge to his independence. By resolution the following day, the "
667,Senate Committee affirmed its support of Jaworski's right to take the 
668,"President to court, and urged Attorney General Saxbe to “use all "
669,reasonable and appropriate means to guarantee the independence” 
670,"of the Special Prosecutor. Two days later, Saxbe promised the Com- "
