Page,Text,Definition (Appendix),
100,"Footnote: 489. Papadopoulos declined to assist in deciphering his notes, telling investigators that he could not read his own handwriting from the journal. Papadopoulos 9/19/17 302, at 21. The notes, however, appear to read as listed in the column to the left of the image above.",,
100,"Footnote: 490. 8/15/16 Email, Papadopoulos to Clovis (11:59:07 a.m.).",,
100,"Footnote: 491. 8/15/16 Email, Clovis to Papadopoulos (12:01:45 p.m.).",,
101,"Atomey Work Produet // May Contain Material Protected Under Fed. R. Crim. P. 610) Papadopoulos was dismissed from the Trump Campaign in early October 2016, after an interview he gave to the Russian news agency Interfax generated adverse publicity.492 f. Trump Campaign Knowledge of ""Dirt""",,
101,"Papadopoulos admitted telling at least one individual outside of the Campaign-specifically, the then-Greek foreign minister -- about Russia's obtaining Clinton-related emails.493 In addition, a different foreign government informed the FBI that, 10 days after meeting with Mifsud in late April 2016, Papadopoulos suggested that the Trump Campaign had received indications from the Russian government that it could assist the Campaign through the anonymous release of information that would be damaging to Hillary Clinton.494 (This conversation occurred after the GRU spearphished Clinton Campaign chairman John Podesta and stole his emails, and the GRU hacked into the DCCC and DNC, see Volume I, Sections III.A & III.B, supra.) Such disclosures raised questions about whether Papadopoulos informed any Trump Campaign official about the emails.",,
101,"When interviewed, Papadopoulos and the Campaign officials who interacted with him told the Office that they could not recall Papadopoulos's sharing the information that Russia had obtained ""dirt"" on candidate Clinton in the form of emails or that Russia could assist the Campaign through the anonymous release of information about Clinton. Papadopoulos stated that he could not clearly recall having told anyone on the Campaign and wavered about whether he accurately remembered an incident in which Clovis had been upset after hearing Papadopoulos tell Clovis that Papadopoulos thought ""they have her emails.9495 The Campaign officials who interacted or corresponded with Papadopoulos have similarly stated, with varying degrees of certainty, that he did not tell them. Senior policy advisor Stephen Miller, for example, did not remember hearing anything from Papadopoulos or Clovis about Russia having emails of or dirt on candidate Clinton.496 Clovis stated that he did not recall anyone, including Papadopoulos, having given him non-public information that a foreign government might be in possession of material damaging to Hillary Clinton.497 Grand Jury 98 Grand Jury 492 George Papadopoulos: Sanctions Have Done Little More Than to Turn Russia Towards China, Interfax (Sept. 30, 2016).",,
101,"Footnote: 493. Papadopoulos 9/19/17 302, at 14-15; Def. Sent. Mem., United States v. George Papadopoulos, 1:17-cr-182 (D.D.C. Aug. 31, 2018), Doc. 45.",,
101,Footnote: 494. See footnote,,
101,"Footnote: 465. of Volume 1, Section IV.A.2.d, supra.",,
101,"Footnote: 495. Papadopoulos 8/10/17 302, at 5; Papadopoulos 8/11/17 302, at 5; Papadopoulos 9/20/17 302, at 2.",,
101,"Footnote: 496. S. Miller 12/14/17 302, at 10.",,
101,Footnote: 497. Grand Jury,,
101,Footnote: 498. Grand Jury,,
102,"Grand Jury 499 No documentary evidence, and nothing in the email accounts or other communications facilities reviewed by the Office, shows that Papadopoulos shared this information with the Campaign. g. Additional George Papadopoulos Contact The Office investigated another Russia-related contact with Papadopoulos. The Office was not fully able to explore the contact because the individual at issue -- Sergei Millian -- remained out of the country since the inception of our investigation and declined to meet with members of the Office despite our repeated efforts to obtain an interview.",,
102,"Papadopoulos first connected with Millian via LinkedIn on July 15, 2016, shortly after Papadopoulos had attended the TAG Summit with Clovis.500 Millian, an American citizen who is a native of Belarus, introduced himself ""as president of [the] New York-based Russian American Chamber of Commerce,"" and claimed that through that position he had ""insider knowledge and direct access to the top hierarchy in Russian politics.""501 Papadopoulos asked Timofeev whether he had heard of Millian.502 Although Timofeev said no, 503 Papadopoulos met Millian in New York City.504 The meetings took place on July 30 and August 1, 2016.505 Afterwards, Millian invited Papadopoulos to attend -- and potentially speak at -- two international energy conferences, including one that was to be held in Moscow in September 2016.506 Papadopoulos ultimately did not attend either conference.",,
102,"On July 31, 2016, following his first in-person meeting with Millian, Papadopoulos emailed Trump Campaign official Bo Denysyk to say that he had been contacted ""by some leaders of Russian-American voters here in the US about their interest in voting for Mr. Trump,"" and to ask whether he should ""put you in touch with their group (US-Russia chamber of commerce).9507 Denysyk thanked Papadopoulos ""for taking the initiative,"" but asked him to ""hold off with 499 Grand Jury 500 7/15/16 LinkedIn Message, Millian to Papadopoulos.",,
102,"Footnote: 501. 7/15/16 LinkedIn Message, Millian to Papadopoulos.",,
102,"Footnote: 502. 7/22/16 Facebook Message, Papadopoulos to Timofeev (7:40:23 p.m.); 7/26/16 Facebook Message, Papadopoulos to Timofeev (3:08:57 p.m.).",,
102,"Footnote: 503. 7/23/16 Facebook Message, Timofeev to Papadopoulos (4:31:37 a.m.); 7/26/16 Facebook Message, Timofeev to Papadopoulos (3:37:16 p.m.).",,
102,"Footnote: 504. 7/16/16 Text Messages, Papadopoulos & Millian (7:55:43 p.m.).",,
102,"Footnote: 505. 7/30/16 Text Messages, Papadopoulos & Millian (5:38 & 6:05 p.m.); 7/31/16 Text Messages, Millian & Papadopoulos (3:48 & 4:18 p.m.); 8/1/16 Text Message, Millian to Papadopoulos (8:19 p.m.).",,
102,"Footnote: 506. 8/2/16 Text Messages, Millian & Papadopoulos (3:04 & 3:05 p.m.); 8/3/16 Facebook Messages, Papadopoulos & Millian (4:07:37 a.m. & 1:11:58 p.m.).",,
102,"Footnote: 507. 7/31/16 Email, Papadopoulos to Denysyk (12:29:59 p.m.).",,
103,"outreach to Russian-Americans"" because ""too many articles"" had already portrayed the Campaign, then-campaign chairman Paul Manafort, and candidate Trump as ""being pro-Russian.""S08 On August 23, 2016, Millian sent a Facebook message to Papadopoulos promising that he would ""share with you a disruptive technology that might be instrumental in your political work for the campaign.""509 Papadopoulos claimed to have no recollection of this matter.510 On November 9, 2016, shortly after the election, Papadopoulos arranged to meet Millian in Chicago to discuss business opportunities, including potential work with Russian ""billionaires who are not under sanctions.""511 The meeting took place on November 14, 2016, at the Trump Hotel and Tower in Chicago. 512 According to Papadopoulos, the two men discussed partnering on business deals, but Papadopoulos perceived that Millian's attitude toward him changed when Papadopoulos stated that he was only pursuing private-sector opportunities and was not interested in a job in the Administration.513 The two remained in contact, however, and had extended online discussions about possible business opportunities in Russia.514 The two also arranged to meet at a Washington, D.C. bar when both attended Trump's inauguration in late January 2017.515 3. Carter Page Carter Page worked for the Trump Campaign from January 2016 to September 2016. He was formally and publicly announced as a foreign policy advisor by the candidate in March 2016.516 Page had lived and worked in Russia, and he had been approached by Russian intelligence officers several years before he volunteered for the Trump Campaign. During his time with the Campaign, Page advocated pro-Russia foreign policy positions and traveled to Moscow in his personal capacity. Russian intelligence officials had formed relationships with Page in 2008 and 2013 and Russian officials may have focused on Page in 2016 because of his affiliation with the Campaign. However, the investigation did not establish that Page coordinated with the Russian government in its efforts to interfere with the 2016 presidential election.",,
103,"Footnote: 508. 7/31/16 Email, Denysyk to Papadopoulos (21:54:52).",,
103,"5098/23/16 Facebook Message, Millian to Papadopoulos (2:55:36 a.m.).",,
103,"$10 Papadopoulos 9/20/17 302, at 2.",,
103,"Footnote: 511. 11/10/16 Facebook Message, Millian to Papadopoulos (9:35:05 p.m.).",,
103,"Footnote: 512. 11/14/16 Facebook Message, Millian to Papadopoulos (1:32:11 a.m.).",,
103,"Footnote: 513. Papadopoulos 9/19/17 302, at 19.",,
103,"Footnote: 514. E.g., 11/29/16 Facebook Messages, Papadopoulos & Millian (5:09 - 5:11 p.m.); 12/7/16 Facebook Message, Millian to Papadopoulos (5:10:54 p.m.).",,
103,"Footnote: 515. 1/20/17 Facebook Messages, Papadopoulos & Millian (4:37-4:39 a.m.).",,
103,"Footnote: 516. Page was interviewed by the FBI during five meetings in March 2017, before the Special Counsel's appointment. Grand Jury",,
104,"a. Background Before he began working for the Campaign in January 2016, Page had substantial prior experience studying Russian policy issues and living and working in Moscow. From 2004 to 2007, Page was the deputy branch manager of Merrill Lynch's Moscow office.517 There, he worked on transactions involving the Russian energy company Gazprom and came to know Gazprom's deputy chief financial officer, Sergey Yatsenko. 518 In 2008, Page founded Global Energy Capital LLC (GEC), an investment management and advisory firm focused on the energy sector in emerging markets. 519 Grand Jury 520 The company otherwise had no sources of income, and Page was forced to draw down his life savings to support himself and pursue his business venture. 521 Page asked Yatsenko to work with him at GEC as a senior advisor on a contingency basis, Grand Jury 212 In 2008, Page met Alexander Bulatov, a Russian government official who worked at the Russian Consulate in New York.523 Page later learned that Bulatov was a Russian intelligence officer, Grand Jury 524 In 2013, Victor Podobnyy, another Russian intelligence officer working covertly in the United States under diplomatic cover, formed a relationship with Page. 525 Podobnyy met Page at an energy symposium in New York City and began exchanging emails with him.520 Podobnyy and Page also met in person on multiple occasions, during which Page offered his outlook on the future of the energy industry and provided documents to Podobnyy about the energy business. 527 In a recorded conversation on April 8, 2013, Podobnyy told another intelligence officer that Page was interested in business opportunities in Russia. 528 In Podobnyy's words, Page ""got hooked on $17 Testimony of Carter Page, Hearing Before the U.S. House of Representatives, Permanent Select Committee on Intelligence, 115th Cong. 40 (Nov. 2, 2017)(exhibit).",,
